"start";"end";"Somos estudiantes de la Universidad VU de Ámsterdam y estamos realizando una investigación sobre los riesgos naturales en Tenerife. Los riesgos naturales son eventos físicos extremos que ocurren de forma natural y que pueden poner en peligro la vida humana, la propiedad y el medio ambiente. Entre estos riesgos se incluyen erupciones volcánicas, desprendimientos de rocas, deslizamientos de tierra, inundaciones costeras, inundaciones por lluvias intensas y incendios forestales.  Entiendo que la participación en esta encuesta es voluntaria. Entiendo que mis respuestas serán completamente anónimas y se utilizarán únicamente con fines educativos.  ";"1.¿Cúal de las siguientes opciones describe mejor su situación en la isla?";"1a ¿Cuál es su código postal? ";"1b Desde hace cuando vive usted en Tenerife?";"2. ¿Cuál es tu grupo de edad?";"3. ¿Cuál es tu género? ";"4. ¿Cuál es el nivel más alto de educación que ha completado?";"5. ¿Cuál es aproximadamente el ingreso neto mensual de su hogar?";"6. ¿Es consciente de la posibilidad de que ocurran los siguientes riesgos naturales en Tenerife?";"6. ¿Es consciente de la posibilidad de que ocurran los siguientes riesgos naturales en Tenerife?/Desprendimientos de rocas";"6. ¿Es consciente de la posibilidad de que ocurran los siguientes riesgos naturales en Tenerife?/Deslizamientos de tierra";"6. ¿Es consciente de la posibilidad de que ocurran los siguientes riesgos naturales en Tenerife?/Inundaciones pluviales";"6. ¿Es consciente de la posibilidad de que ocurran los siguientes riesgos naturales en Tenerife?/Inundaciones costeras";"6. ¿Es consciente de la posibilidad de que ocurran los siguientes riesgos naturales en Tenerife?/Incendios forestales";"6. ¿Es consciente de la posibilidad de que ocurran los siguientes riesgos naturales en Tenerife?/Actividad volcánica / erupciones";"6. ¿Es consciente de la posibilidad de que ocurran los siguientes riesgos naturales en Tenerife?/Otros";"6. ¿Es consciente de la posibilidad de que ocurran los siguientes riesgos naturales en Tenerife?/Prefiero no decirlo";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?/Desprendimiento de rocas";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?/Deslizamientos de tierra";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?/Inundaciones pluviales";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?/Inundaciones costeras";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?/Incendios forestales";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?/Actividad volcánica/erupciones";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?/Otros";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?/No he experimentado ningún riesgo natural";"7 ¿Ha experimentado personalmente alguno de los siguientes riesgos en Tenerife?/Prefiero no decirlo. ";"7a.En caso afirmativo, ¿ha aumentado su preocupación acerca del riesgo de peligros naturales? ¿Cuáles?";"7a.En caso afirmativo, ¿ha aumentado su preocupación acerca del riesgo de peligros naturales? ¿Cuáles?/Desprendimiento de rocas";"7a.En caso afirmativo, ¿ha aumentado su preocupación acerca del riesgo de peligros naturales? ¿Cuáles?/Deslizamientos de tierra";"7a.En caso afirmativo, ¿ha aumentado su preocupación acerca del riesgo de peligros naturales? ¿Cuáles?/Inundaciones pluviales";"7a.En caso afirmativo, ¿ha aumentado su preocupación acerca del riesgo de peligros naturales? ¿Cuáles?/Inundaciones costeras";"7a.En caso afirmativo, ¿ha aumentado su preocupación acerca del riesgo de peligros naturales? ¿Cuáles?/Incendios forestales";"7a.En caso afirmativo, ¿ha aumentado su preocupación acerca del riesgo de peligros naturales? ¿Cuáles?/Actividad volcánica/erupciones";"7a.En caso afirmativo, ¿ha aumentado su preocupación acerca del riesgo de peligros naturales? ¿Cuáles?/Otros";"7a.En caso afirmativo, ¿ha aumentado su preocupación acerca del riesgo de peligros naturales? ¿Cuáles?/No ha aumentado mi preocupación al respecto. ";"8. ¿Ha experimentado interrupciones en la carretera debido a un riesgo natural (deslizamientos, desprendimientos, inundaciones, etc.)?";"9. ¿Qué nivel de riesgo percibe para los siguientes peligros en la zona donde vive o se aloja?";"Desprendimiento de rocas";"Deslizamientos de tierra";"Inundaciones";"Inundaciones costeras";"Incendios forestales";"Actividad volcánica";"10. ¿Qué tan seguro cree que estaría si ocurriera un riesgo natural en su zona?";"11. ¿Qué tan informado se siente sobre los riesgos naturales en Tenerife?";"12. ¿Su hotel, anfitrión o proveedor de viajes le proporcionó información sobre riesgos naturales o procedimientos de emergencia?";"13. ¿Sabe qué hacer en caso de emergencia relacionada con riesgos naturales?";"14. ¿Sabe dónde encontrar advertencias oficiales o información sobre evacuaciones?";"15. ¿Cuál cree que es la forma más eficaz de recibir información sobre cómo proteger a su familia y preparar su hogar ante riesgos naturales?";"16. ¿Ha tomado personalmente alguna medida para reducir su vulnerabilidad frente a riesgos naturales en Tenerife?";"16b. Si respondió sí, ¿qué medidas ha tomado?";"16b. Si respondió sí, ¿qué medidas ha tomado?/Plan de emergencia";"16b. Si respondió sí, ¿qué medidas ha tomado?/Preparé mi vivienda para hacerla más resistente o menos vulnerable";"16b. Si respondió sí, ¿qué medidas ha tomado?/Plan de evacuación / refugio seguro";"16b. Si respondió sí, ¿qué medidas ha tomado?/Kit de emergencia";"16b. Si respondió sí, ¿qué medidas ha tomado?/Radio / comunicación";"16b. Si respondió sí, ¿qué medidas ha tomado?/Seguro contra riesgos naturales";"16b. Si respondió sí, ¿qué medidas ha tomado?/Otras medidas";"16b. Si respondió sí, ¿qué medidas ha tomado?/Prefiero no decirlo";"17. ¿Está dispuesto/a a adaptarse a los riesgos naturales?";"17. ¿Está dispuesto/a a adaptarse a los riesgos naturales?/Nada dispuesto";"17. ¿Está dispuesto/a a adaptarse a los riesgos naturales?/Poco dispuesto (sólo si fuese obligatorio)";"17. ¿Está dispuesto/a a adaptarse a los riesgos naturales?/Moderadamente dispuesto";"17. ¿Está dispuesto/a a adaptarse a los riesgos naturales?/Dispuesto";"17. ¿Está dispuesto/a a adaptarse a los riesgos naturales?/Totalmente dispuesto";"17. ¿Está dispuesto/a a adaptarse a los riesgos naturales?/Prefiero no decirlo";"18. ¿Qué razones le limitan para tomar (más) medidas de protección?";"18. ¿Qué razones le limitan para tomar (más) medidas de protección?/Es demasiado caro";"18. ¿Qué razones le limitan para tomar (más) medidas de protección?/No creo que sea necesario";"18. ¿Qué razones le limitan para tomar (más) medidas de protección?/No sé qué hacer";"18. ¿Qué razones le limitan para tomar (más) medidas de protección?/Vivo en una vivienda alquilada";"18. ¿Qué razones le limitan para tomar (más) medidas de protección?/No tengo tiempo";"18. ¿Qué razones le limitan para tomar (más) medidas de protección?/Espero que el gobierno se encargue";"18. ¿Qué razones le limitan para tomar (más) medidas de protección?/Otros";"18. ¿Qué razones le limitan para tomar (más) medidas de protección?/Prefiero no decirlo";"19. ¿Cambiaría sus planes si recibiera una advertencia oficial sobre un riesgo natural?";"19. ¿Cambiaría sus planes si recibiera una advertencia oficial sobre un riesgo natural?/No, continuaría como estaba previsto";"19. ¿Cambiaría sus planes si recibiera una advertencia oficial sobre un riesgo natural?/Evitaría la zona específica";"19. ¿Cambiaría sus planes si recibiera una advertencia oficial sobre un riesgo natural?/Detendría mis actividades y permanecería en el interior";"19. ¿Cambiaría sus planes si recibiera una advertencia oficial sobre un riesgo natural?/Viajaría a una zona más segura de la isla";"19. ¿Cambiaría sus planes si recibiera una advertencia oficial sobre un riesgo natural?/Saldría de la isla lo antes posible";"19. ¿Cambiaría sus planes si recibiera una advertencia oficial sobre un riesgo natural?/No lo sé";"21. ¿Hasta qué punto confía en las autoridades locales para proporcionar información fiable y gestionar los riesgos naturales en Tenerife?";"21.  A quién considera responsable de proteger a los habitantes de la isla de Tenerife de los riesgos naturales?  (Seleccione todos los que considere)";"21.  A quién considera responsable de proteger a los habitantes de la isla de Tenerife de los riesgos naturales?  (Seleccione todos los que considere)/Los habitantes de Tenerife";"21.  A quién considera responsable de proteger a los habitantes de la isla de Tenerife de los riesgos naturales?  (Seleccione todos los que considere)/El gobierno de Tenerife";"21.  A quién considera responsable de proteger a los habitantes de la isla de Tenerife de los riesgos naturales?  (Seleccione todos los que considere)/El gobierno de España";"21.  A quién considera responsable de proteger a los habitantes de la isla de Tenerife de los riesgos naturales?  (Seleccione todos los que considere)/Los ayuntamientos";"21.  A quién considera responsable de proteger a los habitantes de la isla de Tenerife de los riesgos naturales?  (Seleccione todos los que considere)/No me parece que Tenerife necesite más protección ante catástrofes naturales";"21.  A quién considera responsable de proteger a los habitantes de la isla de Tenerife de los riesgos naturales?  (Seleccione todos los que considere)/Prefiero no contestar";"21a. Estaría dispuesto a pagar más impuestos para financiar medidas de adaptación?";"22. Tiene acceso a un medio de transporte para abandonar la zona con rapidez en caso de emergencia?";"23a. Conoce gente de su entorno cercano que necesitarían de asistencia durante un riesgo climático?";"23b De ser así, cuánta gente conoce en esa situación?";"24. Tiene algún comentario adicional acerca de los riesgos naturales en Tenerife?";"21.  Who do you think is/are responsible for decreasing vulnerability and making Tenerife safer for natural hazards? Making roads safer, emergency kits, etc. (Select all that apply)  ";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"meta/rootUuid";"_index"
"2026-03-14T12:42:46.373-00:00";"2026-03-14T12:47:36.744-00:00";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Residente permanente";"";"";"25-34";"Homber";"Educación universitaria";"4.000–4.999 €";"Desprendimientos de rocas Deslizamientos de tierra Inundaciones pluviales Inundaciones costeras Incendios forestales Actividad volcánica / erupciones";"1";"1";"1";"1";"1";"1";"0";"0";"Desprendimiento de rocas Inundaciones pluviales Incendios forestales";"1";"0";"1";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"Sí, inundaciones";"";"Ningún riesgo";"Muy bajo";"Moderado";"Muy alto";"Moderado";"No lo sé";"Seguro";"Moderadamente informado";"No lo sé";"Probablemente sí";"Probablemente sí";"Redes sociales";"No";"";"";"";"";"";"";"";"";"";"Totalmente dispuesto";"0";"0";"0";"0";"1";"0";"Vivo en una vivienda alquilada";"0";"0";"0";"1";"0";"0";"0";"0";"Viajaría a una zona más segura de la isla Saldría de la isla lo antes posible";"0";"0";"0";"1";"1";"0";"Confío poco";"";"";"";"";"";"";"";"Sí";"Seguro que sí";"Sí";"100";"";"El gobierno de Tenerife";"757176491";"b5b4d25f-023e-4fc8-85b9-fa86c649f970";"2026-03-14T12:47:37";"";"";"submitted_via_web";"guillermogarciaalvarez";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:b5b4d25f-023e-4fc8-85b9-fa86c649f970";"1"
"2026-03-14T12:35:28.308-00:00";"2026-03-14T12:58:45.689-00:00";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Residente permanente";"";"";"25-34";"Mujer";"Educación universitaria";"1.000–1.999 €";"Desprendimientos de rocas Deslizamientos de tierra Inundaciones pluviales Inundaciones costeras Incendios forestales Actividad volcánica / erupciones";"1";"1";"1";"1";"1";"1";"0";"0";"Desprendimiento de rocas Inundaciones costeras Incendios forestales";"1";"0";"0";"1";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"Moderado";"Bajo";"Bajo";"Moderado";"Alto";"Moderado";"Inseguro";"Poco informado";"No";"Probablemente no";"No estoy seguro";"Radio";"No";"";"";"";"";"";"";"";"";"";"Totalmente dispuesto";"0";"0";"0";"0";"1";"0";"Vivo en una vivienda alquilada Espero que el gobierno se encargue";"0";"0";"0";"1";"0";"1";"0";"0";"Detendría mis actividades y permanecería en el interior";"0";"0";"1";"0";"0";"0";"Confío moderadamente";"";"";"";"";"";"";"";"Sí";"Probablemente sí";"Sí";"5";"";"El gobierno de Tenerife";"757180458";"d1c23eea-635b-4509-a2b3-137d763976fa";"2026-03-14T12:59:08";"";"";"submitted_via_web";"mauricemommen";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:d1c23eea-635b-4509-a2b3-137d763976fa";"2"
"2026-03-14T12:47:36.797-00:00";"2026-03-14T12:59:40.218-00:00";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Otro";"";"";"65+";"Mujer";"Educación primaria";"Prefiero no decirlo";"Desprendimientos de rocas Inundaciones costeras Incendios forestales Actividad volcánica / erupciones";"1";"0";"0";"1";"1";"1";"0";"0";"Actividad volcánica/erupciones";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"No";"";"Ningún riesgo";"Ningún riesgo";"Ningún riesgo";"Ningún riesgo";"Ningún riesgo";"Ningún riesgo";"Ni seguro ni inseguro";"Bien informado";"No";"Probablemente sí";"Probablemente sí";"Radio";"No";"";"";"";"";"";"";"";"";"";"Poco dispuesto (sólo si fuese obligatorio)";"0";"1";"0";"0";"0";"0";"No sé qué hacer";"0";"0";"1";"0";"0";"0";"0";"0";"Evitaría la zona específica";"0";"1";"0";"0";"0";"0";"Confío mucho";"";"";"";"";"";"";"";"Prefiero no contestar.";"Seguro que sí";"Sí";"";"This is a tourist from spain ((gwen)";"Prefiero no contestar";"757180682";"114cec04-f5c3-4100-a066-2315c424dc90";"2026-03-14T12:59:41";"";"";"submitted_via_web";"guillermogarciaalvarez";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:114cec04-f5c3-4100-a066-2315c424dc90";"3"
"2026-03-14T10:44:27.690Z";"2026-03-14T10:54:50.711Z";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Residente permanente";"";"";"45-54";"Mujer";"Sin educación formal";"1.000–1.999 €";"Desprendimientos de rocas Incendios forestales";"1";"0";"0";"0";"1";"0";"0";"0";"Incendios forestales";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"Sí, desprendimientos o deslizamientos";"";"Muy bajo";"Ningún riesgo";"Ningún riesgo";"Ningún riesgo";"Bajo";"";"Seguro";"Bien informado";"Sí";"Probablemente sí";"Sí, definitivamente";"SMS";"Sí";"Plan de evacuación / refugio seguro";"0";"0";"1";"0";"0";"0";"0";"0";"Totalmente dispuesto";"0";"0";"0";"0";"1";"0";"Otros";"0";"0";"0";"0";"0";"0";"1";"0";"Viajaría a una zona más segura de la isla";"0";"0";"0";"1";"0";"0";"Confío plenamente";"";"";"";"";"";"";"";"Sí";"Seguro que sí";"No";"";"";"El gobierno de Tenerife";"757181192";"0069040a-3a5d-401f-ba27-12fca6078c65";"2026-03-14T13:01:24";"";"";"submitted_via_web";"mauricemommen";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:0069040a-3a5d-401f-ba27-12fca6078c65";"4"
"2026-03-14T11:02:27.216Z";"2026-03-14T11:09:00.780Z";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Turista / visitante";"";"";"55-64";"Homber";"Educación universitaria";"2.000–2.999 €";"Desprendimientos de rocas Inundaciones pluviales Actividad volcánica / erupciones";"1";"0";"1";"0";"0";"1";"0";"0";"No he experimentado ningún riesgo natural";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"No";"";"Muy bajo";"Muy bajo";"Bajo";"Moderado";"No lo sé";"";"Seguro";"Poco informado";"No";"Probablemente sí";"No estoy seguro";"Internet";"No";"";"";"";"";"";"";"";"";"";"Dispuesto";"0";"0";"0";"1";"0";"0";"No creo que sea necesario";"0";"1";"0";"0";"0";"0";"0";"0";"No, continuaría como estaba previsto";"1";"0";"0";"0";"0";"0";"Confío moderadamente";"";"";"";"";"";"";"";"Sí";"No lo sé";"No lo sé";"";"Serial desirable misinformation a novel nacional";"El gobierno de España";"757181198";"c8b0ece9-cc08-4544-b5fa-82d70d8c3402";"2026-03-14T13:01:24";"";"";"submitted_via_web";"mauricemommen";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:c8b0ece9-cc08-4544-b5fa-82d70d8c3402";"5"
"2026-03-14T11:14:18.467Z";"2026-03-14T11:21:55.039Z";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Residente permanente";"";"";"55-64";"Homber";"Educación primaria";"1.000–1.999 €";"Actividad volcánica / erupciones Desprendimientos de rocas";"1";"0";"0";"0";"0";"1";"0";"0";"Desprendimiento de rocas";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"Sí, desprendimientos o deslizamientos";"";"Ningún riesgo";"";"";"Ningún riesgo";"";"";"Seguro";"Poco informado";"No";"Definitivamente no";"No estoy seguro";"Televisión / noticias";"No";"";"";"";"";"";"";"";"";"";"Dispuesto";"0";"0";"0";"1";"0";"0";"Espero que el gobierno se encargue";"0";"0";"0";"0";"0";"1";"0";"0";"No, continuaría como estaba previsto";"1";"0";"0";"0";"0";"0";"No confío en absoluto";"";"";"";"";"";"";"";"Sí";"No. ";"Sí";"20";"No";"Los habitantes de Tenerife";"757181203";"3cbd9303-cd40-43d9-a482-23ee382466af";"2026-03-14T13:01:25";"";"";"submitted_via_web";"mauricemommen";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:3cbd9303-cd40-43d9-a482-23ee382466af";"6"
"2026-03-14T11:32:38.075Z";"2026-03-14T11:45:38.722Z";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Residente permanente";"";"";"55-64";"Mujer";"Educación secundaria";"1.000–1.999 €";"Actividad volcánica / erupciones";"0";"0";"0";"0";"0";"1";"0";"0";"No he experimentado ningún riesgo natural";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"No";"";"Ningún riesgo";"Ningún riesgo";"Ningún riesgo";"Ningún riesgo";"Bajo";"Moderado";"Ni seguro ni inseguro";"Moderadamente informado";"No";"Probablemente sí";"Probablemente sí";"Redes sociales";"No";"";"";"";"";"";"";"";"";"";"Moderadamente dispuesto";"0";"0";"1";"0";"0";"0";"No tengo tiempo";"0";"0";"0";"0";"1";"0";"0";"0";"Detendría mis actividades y permanecería en el interior";"0";"0";"1";"0";"0";"0";"Confío moderadamente";"";"";"";"";"";"";"";"Prefiero no contestar.";"Probablemente sí";"No";"";"No";"El gobierno de Tenerife";"757181208";"cadd5ec1-2284-4760-9c07-b105afba23af";"2026-03-14T13:01:25";"";"";"submitted_via_web";"mauricemommen";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:cadd5ec1-2284-4760-9c07-b105afba23af";"7"
"2026-03-14T12:59:40.276-00:00";"2026-03-14T13:03:44.905-00:00";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Residente permanente";"";"";"35-44";"Mujer";"Educación universitaria";"2.000–2.999 €";"Desprendimientos de rocas Deslizamientos de tierra Inundaciones pluviales Inundaciones costeras Incendios forestales Actividad volcánica / erupciones";"1";"1";"1";"1";"1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"757181831";"8cec0c5f-496c-4ca6-97c5-bf04b695a9ba";"2026-03-14T13:03:45";"";"";"submitted_via_web";"guillermogarciaalvarez";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:8cec0c5f-496c-4ca6-97c5-bf04b695a9ba";"8"
"2026-03-14T13:03:44.935-00:00";"2026-03-14T13:35:35.243-00:00";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Residente permanente";"";"";"25-34";"Mujer";"Educación universitaria";"3.000–3.999 €";"Desprendimientos de rocas Deslizamientos de tierra Inundaciones pluviales Inundaciones costeras Incendios forestales Actividad volcánica / erupciones";"1";"1";"1";"1";"1";"1";"0";"0";"Desprendimiento de rocas Incendios forestales Actividad volcánica/erupciones";"1";"0";"0";"0";"1";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"Sí, desprendimientos o deslizamientos";"";"Muy bajo";"Muy bajo";"Muy bajo";"Muy bajo";"Moderado";"Alto";"Ni seguro ni inseguro";"Bien informado";"No";"Probablemente sí";"Probablemente sí";"Reuniones públicas";"Sí";"Kit de emergencia Seguro contra riesgos naturales";"0";"0";"0";"1";"0";"1";"0";"0";"Totalmente dispuesto";"0";"0";"0";"0";"1";"0";"Espero que el gobierno se encargue";"0";"0";"0";"0";"0";"1";"0";"0";"Detendría mis actividades y permanecería en el interior Viajaría a una zona más segura de la isla";"0";"0";"1";"1";"0";"0";"Confío mucho";"";"";"";"";"";"";"";"No creo que sea necesario. ";"Seguro que sí";"Sí";"4";"Nosotros sabemos que vivinis en islas volcanicas y siempre sera el mejor sitio para vivir a pesar ee esto";"El gobierno de Tenerife";"757190084";"0779297a-a802-4846-ad7e-fdecf7c48e78";"2026-03-14T13:35:36";"";"";"submitted_via_web";"guillermogarciaalvarez";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:0779297a-a802-4846-ad7e-fdecf7c48e78";"9"
"2026-03-14T13:12:28.988-00:00";"2026-03-14T13:32:40.043-00:00";"Si, quiero participar en la encuesta y tengo más de 18 años. ";"Residente permanente";"";"";"25-34";"Mujer";"Educación secundaria";"1.000–1.999 €";"Desprendimientos de rocas Inundaciones pluviales";"1";"0";"1";"0";"0";"0";"0";"0";"Desprendimiento de rocas Inundaciones pluviales";"1";"0";"1";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"No";"";"Moderado";"Muy bajo";"Muy bajo";"Muy bajo";"Muy bajo";"Muy bajo";"Inseguro";"Moderadamente informado";"No lo sé";"No estoy seguro";"No estoy seguro";"SMS";"No";"";"";"";"";"";"";"";"";"";"Moderadamente dispuesto";"0";"0";"1";"0";"0";"0";"Es demasiado caro";"1";"0";"0";"0";"0";"0";"0";"0";"Evitaría la zona específica";"0";"1";"0";"0";"0";"0";"Confío moderadamente";"";"";"";"";"";"";"";"No creo que sea necesario. ";"Seguro que sí";"Sí";"5";"No";"El gobierno de Tenerife";"757212135";"5cdf8b70-d7bb-4b82-b405-f3bec2123f32";"2026-03-14T15:17:07";"";"";"submitted_via_web";"mauricemommen";"v6bC3HZCMeM8HsVUrbKJE5";"";"uuid:5cdf8b70-d7bb-4b82-b405-f3bec2123f32";"10"
