"start";"end";"Consent Statement";"1. Which of the following best describes you? ";"1a. What is your zip code? ";"1.b How long have you lived on Tenerife? ";"2. What is your age group? ";"3. What is your gender? ";"4. What is the highest level of education you have completed? ";"5. What is your approximate monthly net household income? ";"6. Are you aware of the possibility of the following natural hazards to occur on Tenerife. ";"6. Are you aware of the possibility of the following natural hazards to occur on Tenerife. /Rockfall";"6. Are you aware of the possibility of the following natural hazards to occur on Tenerife. /Landslides";"6. Are you aware of the possibility of the following natural hazards to occur on Tenerife. /Flooding";"6. Are you aware of the possibility of the following natural hazards to occur on Tenerife. /Coastal flooding";"6. Are you aware of the possibility of the following natural hazards to occur on Tenerife. /Wildfires";"6. Are you aware of the possibility of the following natural hazards to occur on Tenerife. /Volcanic activity / eruption";"6. Are you aware of the possibility of the following natural hazards to occur on Tenerife. /Other  ";"6. Are you aware of the possibility of the following natural hazards to occur on Tenerife. /Prefer not to say";"7. Have you personally experienced any of the following hazards on Tenerife? ";"7. Have you personally experienced any of the following hazards on Tenerife? /Rockfall ";"7. Have you personally experienced any of the following hazards on Tenerife? /Landslides";"7. Have you personally experienced any of the following hazards on Tenerife? /Flooding";"7. Have you personally experienced any of the following hazards on Tenerife? /Coastal flooding ";"7. Have you personally experienced any of the following hazards on Tenerife? /Wildfires ";"7. Have you personally experienced any of the following hazards on Tenerife? /Volcanic activity / eruption";"7. Have you personally experienced any of the following hazards on Tenerife? /Other";"7. Have you personally experienced any of the following hazards on Tenerife? /I have not experienced any natural hazard ";"7. Have you personally experienced any of the following hazards on Tenerife? /Prefer not to say ";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?/Rockfall";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?/Landslides";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?/Flooding";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?/Coastal flooding";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?/Wildfires";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?/Volcanic activity / eruption ";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?/Other";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?/I have not become more afraid of the risk of natural hazard ";"7a. Have you become more aware/afraid of the risk of natural hazards? If yes, which ones?/Prefer not to say";"8. Have you experienced a disturbance on the road due to a natural hazard (landslide, rockfall, flooding, etc.)? ";"9. Which of the following hazards do you perceive as a concrete risk for the area where you live or stay? ";"Rockfall";"Landslides";"Flooding";"Coastal flooding ";"Wildfires ";"Volcanic activity / eruption ";"10. How safe do you think you would be if a natural hazard occured in the area where you live or stay? ";"11. How informed do you feel about natural hazards on Tenerife?";"12. Did your hotel, host, or travel provider provide any information about natural hazards or emergency procedures?";"13 Do you know what to do in case of an emergency related to natural hazards?";"14. Do you know where to find official warnings or evacuation information?";"15. What do you think is the most effective way to receive information on how to protect your family and prepare your home for natural hazards?";"16. Have you personally taken any measures to reduce your vulnerability from natural hazards on Tenerife? (if yes, which measures have you taken?)";"16a. Which measures have you taken? Select all that apply.";"16a. Which measures have you taken? Select all that apply./Emergency plan";"16a. Which measures have you taken? Select all that apply./I prepared my (building/home) to be more sturdy/less flammable/more resistant and less vulnerable to a natural hazard.";"16a. Which measures have you taken? Select all that apply./Escape plan (safe shelter location)";"16a. Which measures have you taken? Select all that apply./Emergency aid kit";"16a. Which measures have you taken? Select all that apply./Radio/ communication";"16a. Which measures have you taken? Select all that apply./Insurance for natural hazard events";"16a. Which measures have you taken? Select all that apply./Other measures";"16a. Which measures have you taken? Select all that apply./Prefer not to say";"17. Are you willing to adapt to hazards (scale of willingness per hazard)";"18. Which of the following reason limits you to take (more) protective measures?";"18. Which of the following reason limits you to take (more) protective measures?/Too expensive";"18. Which of the following reason limits you to take (more) protective measures?/I do not think it is necessary";"18. Which of the following reason limits you to take (more) protective measures?/I do not know what to do";"18. Which of the following reason limits you to take (more) protective measures?/I rent the property";"18. Which of the following reason limits you to take (more) protective measures?/I do not have time";"18. Which of the following reason limits you to take (more) protective measures?/I expect the government to handle it";"18. Which of the following reason limits you to take (more) protective measures?/Other";"18. Which of the following reason limits you to take (more) protective measures?/Prefer not to say";"19. Would you change your plans for the day if you got an official warning about a natural hazard? ";"20. To what extent do you trust local authorities to provide reliable information and manage natural hazards on Tenerife?";"21.  Who do you think is/are responsible for decreasing vulnerability and making Tenerife safer for natural hazards? Making roads safer, emergency kits, etc. (Select all that apply)  ";"21a. Will you then also be willing to pay more taxes? ";"22. Do you have access to transport if you needed to leave your area quickly? ";"23. Do you know people in your direct environment that rely on help during a natural hazard? (evacuation, cooking, medical help etc.) ";"23a. How many?   ";"24. Do you have any other comments concerning natural hazards on Tenerife?";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"meta/rootUuid";"_index"
"2026-03-14T09:05:55.544Z";"2026-03-14T09:08:55.541Z";"Yes, I want to participate with the survey and I am older than 18 years old.";"Seasonal resident  ";"Puerto de la cruz";"6-10 years";"45-54";"Male";"University education ";"Prefer to not say";"Rockfall Coastal flooding Flooding";"1";"0";"1";"1";"0";"0";"0";"0";"Coastal flooding  Flooding";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Flooding Coastal flooding";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Yes, I have experienced flooding, rockfall and landslide on the road and this was a disturbance ";"";"Low";"Moderate";"Low";"Very high";"No risk ";"Very low ";"Neither safe nor unsafe ";"Not informed at all";"";"Probably not";"Not sure";"SMS";"Yes, I have";"Radio/ communication";"0";"0";"0";"0";"1";"0";"0";"0";"Yes, moderately willing to do some adaptation measures.";"I rent the property";"0";"0";"0";"1";"0";"0";"0";"0";"Yes, I would travel to a safer part of the island. ";"Fully trust";"Municipalities ";"";"Definitely yes ";"Yes";"2.0";"No";"757116938";"0a89373f-d863-417c-a6a3-7aa233ba1d27";"2026-03-14T09:12:35";"";"";"submitted_via_web";"mauricemommen";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:0a89373f-d863-417c-a6a3-7aa233ba1d27";"1"
"2026-03-14T12:18:01.899-00:00";"2026-03-14T12:36:53.159-00:00";"Yes, I want to participate with the survey and I am older than 18 years old.";"Tourist / visitor";"";"";"45-54";"Male";"Primary education ";"€3,000–€3,999 ";"Landslides";"0";"1";"0";"0";"0";"0";"0";"0";"Wildfires ";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Prefer not to say";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No, I have not experienced a natural hazard on the road ";"";"";"";"";"";"";"";"";"Well informed";" No";"Not sure";"Probably yes";"Internet";"No, I did not prepare for hazards.";"";"";"";"";"";"";"";"";"";"";"I do not think it is necessary";"0";"1";"0";"0";"0";"0";"0";"0";"No, I would continue activities as planned.";"Fully trust";"Government of Tenerife ";"Yes";"Definitely yes ";"No";"";"Gwen";"757173367";"558fbd1f-1fc1-4fac-9d41-8ba910b51ebc";"2026-03-14T12:37:12";"";"";"submitted_via_web";"guillermogarciaalvarez";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:558fbd1f-1fc1-4fac-9d41-8ba910b51ebc";"2"
"2026-03-14T12:22:54.053Z";"2026-03-14T12:28:22.507Z";"Yes, I want to participate with the survey and I am older than 18 years old.";"Permanent resident";"38470";"1-5 years  ";"35-44";"Male";"University education ";"€1,000–€1,999 ";"Other  ";"0";"0";"0";"0";"0";"0";"1";"0";"Prefer not to say  I have not experienced any natural hazard ";"0";"0";"0";"0";"0";"0";"0";"1";"1";"";"";"";"";"";"";"";"";"";"";"No, I have not experienced a natural hazard on the road ";"";"High";"High";"No risk ";"No risk ";"Very low ";"No risk ";"Neither safe nor unsafe ";"Slightly informed";"";"Probably not";"Probably not";"Internet";"Yes, I have";"Emergency plan";"1";"0";"0";"0";"0";"0";"0";"0";"Not willing at all";"Too expensive";"1";"0";"0";"0";"0";"0";"0";"0";"No, I would continue activities as planned.";"Do not trust at all";"The inhabitants of Tenerife ";"";"Definitely no ";"No";"";"No";"757181211";"0a90eef0-0471-4c5f-bfb4-8c300a4e94b6";"2026-03-14T13:01:26";"";"";"submitted_via_web";"mauricemommen";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:0a90eef0-0471-4c5f-bfb4-8c300a4e94b6";"3"
"2026-03-14T12:36:53.191-00:00";"2026-03-14T13:11:01.903-00:00";"Yes, I want to participate with the survey and I am older than 18 years old.";"Tourist / visitor";"";"";"45-54";"Male";"University education ";"€5,000 or more";"Rockfall Coastal flooding Wildfires";"1";"0";"0";"1";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"No, I have not experienced a natural hazard on the road ";"";"Moderate";"Low";"";"Low";"High";"Very low ";"Very safe ";"Well informed";" I don’t know";"Probably yes";"Probably yes";"SMS";"No, I did not prepare for hazards.";"";"";"";"";"";"";"";"";"";"Yes, willing to do so";"I rent the property I expect the government to handle it";"0";"0";"0";"1";"0";"1";"0";"0";"Yes, I would travel to a safer part of the island. ";"Fully trust";"Government of Spain ";"";"Definitely yes ";"No";"";"";"757183782";"68e20fc5-4daf-46dd-8f64-948c06c54bbb";"2026-03-14T13:11:02";"";"";"submitted_via_web";"guillermogarciaalvarez";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:68e20fc5-4daf-46dd-8f64-948c06c54bbb";"4"
"2026-03-14T13:11:01.941-00:00";"2026-03-14T15:53:05.846-00:00";"";"Seasonal resident  ";"";"More than 10 years ";"65+";"Male";"University education ";"€5,000 or more";"Rockfall Flooding Coastal flooding Wildfires Volcanic activity / eruption";"1";"0";"1";"1";"1";"1";"0";"0";"Flooding Coastal flooding  Wildfires  Volcanic activity / eruption";"0";"0";"1";"1";"1";"1";"0";"0";"0";"Other";"0";"0";"0";"0";"0";"0";"1";"0";"0";"Yes, I have experienced rockfall/landslide on the road, and this was a disturbance ";"";"Moderate";"Very low ";"Moderate";"Moderate";"High";"Moderate";"Safe ";"Very well informed";"";"Not sure";"Probably yes";"Internet";"No, I did not prepare for hazards.";"";"";"";"";"";"";"";"";"";"Not willing at all";"I expect the government to handle it";"0";"0";"0";"0";"0";"1";"0";"0";"Yes, I would travel to a safer part of the island. ";"Fully trust";"I don't think Tenerife has to be safer for natural hazards ";"";"Probably yes  ";"Yes";"";"";"757219764";"07b6892a-a95f-4103-bc5d-9534d4cabffd";"2026-03-14T15:53:06";"";"";"submitted_via_web";"guillermogarciaalvarez";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:07b6892a-a95f-4103-bc5d-9534d4cabffd";"5"
"2026-03-14T15:53:05.928-00:00";"2026-03-14T16:21:49.023-00:00";"Yes, I want to participate with the survey and I am older than 18 years old.";"Permanent resident";"10117";"6-10 years";"45-54";"Non-Binary";"Option 6";"€5,000 or more";"Rockfall Landslides Flooding Coastal flooding Wildfires Volcanic activity / eruption";"1";"1";"1";"1";"1";"1";"0";"0";"Rockfall  Landslides Flooding Coastal flooding  Wildfires  Volcanic activity / eruption";"1";"1";"1";"1";"1";"1";"0";"0";"0";"Rockfall Landslides Flooding Coastal flooding Wildfires Volcanic activity / eruption  I have not become more afraid of the risk of natural hazard ";"1";"1";"1";"1";"1";"1";"0";"1";"0";"Yes, I have experienced flooding, rockfall and landslide on the road and this was a disturbance ";"";"High";"High";"High";"High";"High";"High";"Very safe ";"Very well informed";"";"Yes, definitely";"Yes, definitely";"Internet";"Yes, I have";"Other measures";"0";"0";"0";"0";"0";"0";"1";"0";"Yes, I am willing to adapt in every way possible. ";"Other";"0";"0";"0";"0";"0";"0";"1";"0";"Yes, I would travel to a safer part of the island. ";"Fully trust";"Government of Tenerife ";"Yes";"Definitely yes ";"Yes";"50";"Drug dealers, thieving whores, the British, my hungry dogs, my lazy orange-stealing neighbor Benito, an empty bank account due to the New World Order, Trump setting the world on fire, and of course global warming and setting off Teide and the effects of a Spanish Pompeii";"757225555";"0676b626-1839-4d37-84d2-b89cbb982228";"2026-03-14T16:21:50";"";"";"submitted_via_web";"guillermogarciaalvarez";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:0676b626-1839-4d37-84d2-b89cbb982228";"6"
"2026-03-14T11:16:47.707Z";"2026-03-14T11:25:17.177Z";"Yes, I want to participate with the survey and I am older than 18 years old.";"Tourist / visitor";"";"";"35-44";"Male";"University education ";"€2,000–€2,999 ";"Rockfall Landslides Flooding Coastal flooding Wildfires Volcanic activity / eruption";"1";"1";"1";"1";"1";"1";"0";"0";"I have not experienced any natural hazard ";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"No, I have not experienced a natural hazard on the road ";"";"High";"Moderate";"Low";"Moderate";"Low";"Very low ";"Safe ";"Not informed at all";" No";"Probably not";"Yes, definitely";"SMS";"Yes, I have";"Insurance for natural hazard events";"0";"0";"0";"0";"0";"1";"0";"0";"Yes, slightly willing. (Only if I must, due to governmental recommendation)";"I rent the property I do not think it is necessary I expect the government to handle it";"0";"1";"0";"1";"0";"1";"0";"0";"Yes, I would travel to a safer part of the island. ";"Fully trust";"Government of Tenerife ";"No, that is not needed  ";"Definitely yes ";"No";"";"-";"757239521";"bef3c50e-b6b5-4469-bfbd-da23d237476c";"2026-03-14T17:41:16";"";"";"submitted_via_web";"simona_gruber";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:bef3c50e-b6b5-4469-bfbd-da23d237476c";"7"
"2026-03-14T12:17:48.541Z";"2026-03-14T12:23:14.435Z";"Yes, I want to participate with the survey and I am older than 18 years old.";"Tourist / visitor";"";"";"55-64";"Male";"University education ";"Prefer to not say";"Rockfall Wildfires Volcanic activity / eruption";"1";"0";"0";"0";"1";"1";"0";"0";"I have not experienced any natural hazard ";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"No, I have not experienced a natural hazard on the road ";"";"No risk ";"No risk ";"No risk ";"No risk ";"No risk ";"Low";"Safe ";"Slightly informed";" No";"Probably not";"Definitely not";"Radio";"No, I did not prepare for hazards.";"";"";"";"";"";"";"";"";"";"Yes, willing to do so";"I rent the property";"0";"0";"0";"1";"0";"0";"0";"0";"Yes, I would avoid the specific location mentioned in the warning";"Moderately trust";"Government of Tenerife ";"Yes";"Definitely yes ";"No";"";"-";"757239523";"5f4f86f9-b9a7-4f12-979c-b311dbba0f3b";"2026-03-14T17:41:16";"";"";"submitted_via_web";"simona_gruber";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:5f4f86f9-b9a7-4f12-979c-b311dbba0f3b";"8"
"2026-03-14T12:29:37.055Z";"2026-03-14T12:35:09.936Z";"Yes, I want to participate with the survey and I am older than 18 years old.";"Tourist / visitor";"";"";"25-34";"Male";"University education ";"€4,000–€4,999 ";"Rockfall Coastal flooding Wildfires";"1";"0";"0";"1";"1";"0";"0";"0";"I have not experienced any natural hazard ";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"No, I have not experienced a natural hazard on the road ";"";"No risk ";"No risk ";"No risk ";"No risk ";"Very low ";"Very low ";"Neither safe nor unsafe ";"Moderately informed";" No";"Probably not";"Definitely not";"SMS";"No, I did not prepare for hazards.";"";"";"";"";"";"";"";"";"";"Yes, moderately willing to do some adaptation measures.";"Other";"0";"0";"0";"0";"0";"0";"1";"0";"Yes, I would avoid the specific location mentioned in the warning";"Highly trust";"Government of Tenerife ";"Prefer not to answer";"Definitely yes ";"No";"";"Not really. Not enough data";"757239526";"86381a62-d8d2-4d3b-8627-1a05b17c21cd";"2026-03-14T17:41:17";"";"";"submitted_via_web";"simona_gruber";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:86381a62-d8d2-4d3b-8627-1a05b17c21cd";"9"
"2026-03-15T18:00:47.926-00:00";"2026-03-15T18:04:05.000-00:00";"Yes, I want to participate with the survey and I am older than 18 years old.";"Tourist / visitor";"";"";"35-44";"Female";"University education ";"€3,000–€3,999 ";"Landslides Wildfires Volcanic activity / eruption";"0";"1";"0";"0";"1";"1";"0";"0";"Coastal flooding ";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Coastal flooding";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Yes, I have experienced flooding, rockfall and landslide on the road and this was a disturbance ";"";"No risk ";"Very low ";"Low";"Moderate";"High";"Very high";"Very unsafe ";"Very well informed";" No";"Not sure";"Probably not";"Social media";"Yes, I have";"Emergency plan I prepared my (building/home) to be more sturdy/less flammable/more resistant and less vulnerable to a natural hazard. Escape plan (safe shelter location) Emergency aid kit Radio/ communication Insurance for natural hazard events Other measures";"1";"1";"1";"1";"1";"1";"1";"0";"Yes, I am willing to adapt in every way possible. ";"I rent the property I expect the government to handle it";"0";"0";"0";"1";"0";"1";"0";"0";"Yes, I would pause activities and stay indoors while waiting for further updates";"Fully trust";"Government of Tenerife ";"Yes";"Definitely yes ";"No";"";"";"757490643";"e1ac3d9c-1ea2-45f3-81d8-7ca4b5908dfa";"2026-03-15T18:04:05";"";"";"submitted_via_web";"";"vaw83DbxZgUnSNQtbb2Vst";"";"uuid:e1ac3d9c-1ea2-45f3-81d8-7ca4b5908dfa";"10"
